"streetAddress","zipcode","description","latitude","longitude","propertyTaxRate","garageSpaces","hasAssociation","hasGarage","hasSpa","hasView","homeType","yearBuilt","latestPrice","latest_saledate","latest_salemonth","latest_saleyear","numOfPhotos","numOfAccessibilityFeatures","numOfAppliances","numOfParkingFeatures","numOfPatioAndPorchFeatures","numOfSecurityFeatures","numOfWaterfrontFeatures","numOfWindowFeatures","numOfCommunityFeatures","lotSizeSqFt","livingAreaSqFt","avgSchoolDistance","avgSchoolRating","avgSchoolSize","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms","numOfStories"
"7201 Alegre Pass","78744","Great price on two story house in quiet Los Jardines neighborhood. New HOA owned playground. New paint, Berber carpet, tile, laminate.  Kitchen has granite countertops double sinks and opens to living room. Master has two walk in closets.  Solar panels, 10x10 Shed, Fruit Tree, and shade trees, no neighbor on the back of property.",30.1816234588623,-97.7682952880859,1.98,1,"TRUE","TRUE","FALSE","FALSE","Single Family",2003,265,2020-06-16,"6",2020,26,"0",6,2,1,1,0,1,0,4268,1845,1.56666666666667,3.33333333333333,1317,14,3,3,2
"500 Westmorland Dr","78745","500 Westmorland Dr, Austin, TX 78745 is a single family home that contains 1,128 sq ft and was built in 1972. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $392,015. The Rent Zestimate for this home is $1,795/mo.",30.2082786560059,-97.7661819458008,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1972,300,2019-08-20,"8",2019,1,"0",0,1,0,0,0,0,0,6969,1128,1.73333333333333,2.66666666666667,888,13,2,3,1
"307 Craigmont Dr","78745","HVAC 2018, Water Heater 2018, New smart thermostats. Location, Location, Location! The hottest area in south Austin. Mins to downtown, close to all major roads, shopping and restaurants.. Fully renovated lovely home, fresh exterior & interior painting, 2 closets in huge master room. New kitchen, new bathroom, new flooring with no carpet, new windows, new doors, new door frame... too much to list This is a must see!!!",30.1988506317139,-97.7796096801758,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1972,314,2019-01-26,"1",2019,24,"0",3,1,0,0,0,0,0,7100,1047,0.8,4,926,14,2,3,1
"6101 Waycross Dr","78745","One of a kind home in South Austin with extra large kitchen and dining room that includes custom paint and moldings, stainless steel appliances and huge yard!",30.2011528015137,-97.7792282104492,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1971,274.999,2020-02-13,"2",2020,27,"0",8,0,1,2,0,0,0,6751,1168,0.833333333333333,4,926,14,1,3,1
"305 Treys Way","78745","3 bdrm, 2 ba with approx 350 sq ft of covered/enclosed patio, garden room, with gas fireplace and it's own wall-mounted A/C. Hard tile throughout, breakfast bar, separate dining room.  Oversized, fenced yard boasts a large tree in front, a fruit tree in the back.  Attached garage with auto door opener. Owner just vacated home for it's final touches.  As you'll see, it's been painted inside and out, replaced windows.  Offers received during the holidays, will be looked at on Monday Jan 6th at 5pm.",30.2018146514892,-97.7808303833008,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1971,314.995,2020-02-13,"2",2020,11,"0",3,1,2,0,0,0,0,8015,1009,0.833333333333333,4,925,14,2,3,1
"5813 Garden Oaks Dr","78745","Located in one of the hottest zip codes in Austin 78745!  Brand new roof just installed April 2018.  3 beds, 1.5 baths, 1-car garage.  Adorable home with several upgrades.  Vinyl plank floors and ceramic tile throughout (no carpet).  Ceiling fans in all bedrooms.  Refrigerator and window treatments included in sale.  Owner/Agent.",30.2038249969482,-97.7796630859375,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1971,259.9,2018-06-01,"6",2018,12,"0",1,1,0,0,0,0,0,6141,994,0.833333333333333,4,926,14,2,3,1
"6004 Blythewood Dr","78745","6004 Blythewood Dr, Austin, TX 78745 is a single family home that contains 910 sq ft and was built in 1971. It contains 3 bedrooms and 1 bathroom. 
 
The Zestimate for this house is $250,248. The Rent Zestimate for this home is $1,700/mo.",30.2030963897705,-97.7833938598633,1.98,1,"FALSE","TRUE","FALSE","FALSE","Single Family",1971,229,2020-04-15,"4",2020,1,"0",2,2,1,0,0,0,0,6751,910,0.7,4,925,14,1,3,1
"6002 Blythewood Dr","78745","Happy New Year! Do not miss this South Austin Stunner,fab location.Minutes to HEB, SOCO(restaurants, entertainment)quick access to Hwy 71 & IH35.Meticulously updated 3/1 with garage and huge backyard in the hot '45 zip! Gorgeous (level 3) granite countertops, canned lighting, updated ceiling fans, fresh paint throughout, NO POPCORN, undermount sinks, SS appliances/5 burner GAS range, updated cabinets throughout, beautiful tile floors & tub surround, huge yard, covered patio, stained deck(s), even a window planter box! Wonderful starter home or turn key rental! A MUST SEE!! No HOA. location location location! Don't miss this one!",30.2032451629639,-97.7833099365234,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1971,259,2019-02-14,"2",2019,19,"0",2,1,0,0,0,0,0,6926,918,0.7,4,925,14,1,3,1
"5806 Garden Oaks Dr","78745","Beautiful home in an excellent South Austin location; minutes to Downtown, Benwhite, South Lamar, Soco, and the new St. Elmo's Market. Ready to move in. Recently updated all new Granite counters and Stainless steel appliances, freshly painted interior, gorgeous engineered wood floors throughout entire home.  Feels larger than square footage Open back patio, large private back yard with nice storage shed. finished out garage. Move in Ready Priced to sell.",30.20436668396,-97.7799377441406,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1970,299.95,2018-09-06,"9",2018,15,"0",3,1,0,0,0,0,0,6534,902,0.9,4,925,14,2,3,1
"5701 Cedardale Dr","78745","Adorable 3/2 in the heart of South Austin! Situated on a large corner lot with gorgeous trees. The beautiful outbuilding could be an artist's retreat or home office!  Original owner and the pride of ownership really shows. Very well maintained home in one of S Austin's most convenient locations to downtown! Easy access to I-35 and area amenities and schools. A true South Austin gem!",30.2060737609863,-97.7794723510742,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1970,275,2019-05-29,"5",2019,21,"0",2,0,0,0,0,0,0,6577,1180,0.9,4,925,14,2,3,1
"5810 Cedardale Dr","78745","Beautifully remodeled home. New stainless steel appliances, wood floors throughout, quartz countertops both kitchen and bathroom updated. 3 Bedroom plus a dedicated office off of the utility room.  Open floor plan and high vaulted ceilings make the space feel much larger.  Spacious backyard with great deck for entertaining. Near downtown & UT Campus, and also near St Edwards University. Plenty of restaurants & shopping around this home.",30.2044486999512,-97.7808227539062,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1970,299.5,2019-08-07,"8",2019,31,"0",2,1,0,0,0,0,0,7056,1193,0.8,4,925,14,1,3,1
"5908 Garden Oaks Dr","78745","Lovely Three bedroom, two full bathroom home. Updated and remodeled in 2/2020. Situated on a quiet tree lined street in close in South Austin (78745). Some of this properties features are- A good sized backyard space with a large deck, two workshops/ storage outbuildings.-A very large updated & upgraded kitchen 2/2020. Ample cabinet space, counter space & storage. A large master suite with a huge walk in closet & an updated master bathroom. -High end vinyl plank flooring throughout the home. Close to schools, shopping, many entertainment & lifestyle options. A quick commute to downtown Austin.",30.2031536102295,-97.7805328369141,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1970,334.888,2020-03-31,"3",2020,30,"0",3,0,1,1,0,0,0,6708,1599,0.866666666666667,4,925,14,2,3,1
"208 Skyloop Dr","78745","208 Skyloop Dr, Austin, TX 78745 is a single family home that contains 1,552 sq ft and was built in 1977. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $395,119. The Rent Zestimate for this home is $1,955/mo.",30.1974277496338,-97.7805480957031,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1977,380,2020-09-01,"9",2020,51,"0",7,2,4,1,0,1,0,7100,1552,0.766666666666667,4,926,14,2,3,2
"1513 Morgan Ln #B","78704","This well maintained and charming bungalow is like-new construction, built 2013! This home features stained concrete floors, an oversized bathroom and beautiful appliances, including new space saving stacked washer and dryer! Large fenced backyard, great for pets! New storage shed. 2 bedroom '04 living at an unbelievable price! Adorable, conveniently close to shopping, grocery & highway access to all directions & South Lamar. Elegant modern touches include butcher block counters and SS appliances. 2 reserved parking spaces and HUGE backyard that goes well beyond the shed belongs to this property. Open floorplan and spacious rooms. New carport, gravel pathway with river rocks surrounding the house, and new paint as of January 2020. New photos coming soon!",30.2296485900879,-97.781005859375,1.98,4,"TRUE","TRUE","FALSE","TRUE","Single Family",2013,319,2019-04-30,"4",2019,40,"0",7,3,0,0,0,0,0,7013,856,1.7,3,939,14,1,2,1
"512 Lightsey Rd","78704","512 Lightsey Rd, Austin, TX 78704 is a single family home that contains 1,631 sq ft and was built in 1964. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $572,346. The Rent Zestimate for this home is $2,750/mo.",30.2321891784668,-97.7648239135742,1.98,2,"FALSE","TRUE","FALSE","TRUE","Single Family",1964,395,2018-07-10,"7",2018,26,"0",8,4,0,0,0,0,0,6534,1631,0.9,3.66666666666667,861,12,2,3,2
"5422 Salem Walk Dr","78745","Rare South Austin find! Huge lot at nearly .25 acres w/ enormous, manicured Oaks both front & back. Over $50K in updates & renovations that include: Recent roof & attic insulation, main sewer line from street to under house has been completely replaced, bathtubs/sinks/toilets all replaced, recent flooring/paint/drywall, electrical has been updated including rebuilt sub panel, all recent SS appliances (fridge conveys!) w/ updates to fencing & landscaping including new sod. Walking distance to SoCo w/ easy access to I-35 and HWY 71. 5 miles to DT Austin & less than a 10 min drive to the Greenbelt. No HOA!",30.2114276885986,-97.7832794189453,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1970,378,2019-08-01,"8",2019,31,"0",0,1,1,0,0,0,0,10105,1422,0.833333333333333,4,925,14,2,4,1
"4018 Valley View Rd #B","78704","4018 Valley View Rd #B, Austin, TX 78704 is a single family home that contains 1,373 sq ft and was built in 2020. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $627,199.",30.23193359375,-97.7851409912109,1.98,1,"TRUE","TRUE","FALSE","FALSE","Single Family",2020,640,2020-08-27,"8",2020,41,"0",5,2,1,1,0,0,0,7797,1373,1.66666666666667,4,803,12,3,3,1
"5428 Salem Walk Dr","78745","5428 Salem Walk Dr, Austin, TX 78745 is a single family home that contains 1,350 sq ft and was built in 1970. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $482,943. The Rent Zestimate for this home is $1,900/mo.",30.2108249664307,-97.7828674316406,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1970,450,2020-08-20,"8",2020,65,"0",4,2,3,0,0,0,0,12632.4,1350,0.8,4,925,14,2,3,1
"4608 Raintree Blvd","78745","Great location in Hot 78745 South Austin, Needs some updating has great bones and close to downtown Austin.",30.2181186676025,-97.7772064208984,1.98,1,"FALSE","TRUE","FALSE","FALSE","Single Family",1959,295,2018-03-14,"3",2018,2,"0",1,2,0,0,0,0,0,7187,1026,1.4,3.33333333333333,792,13,1,3,1
"804 Cedar Gln","78745","Investor's special in the heart of South Austin. The first things you will notice as you drive up to this home are the beautiful stone exterior  and front porch gable. Interior features include a stone fireplace, a large second living room or game room, and wood beam cathedral ceilings in the living room, owner's retreat and secondary bedroom. The many windows allow for gobs of natural light to enter the home. The bonus room off of the owner's retreat has lots of possibilities including enlarging the en suite bathroom. There are plenty of opportunities to improve on the existing front flower beds and the large shade trees in the backyard will keep things cool day or evening. Free professional home inspection available upon request so buyers can make an offer with a high degree of confidence.",30.2108535766602,-97.7839050292969,1.98,4,"FALSE","TRUE","TRUE","FALSE","Single Family",1971,340,2020-11-17,"11",2020,25,"0",1,1,3,1,0,0,0,9147,1900,0.8,4,925,14,2,3,1
"800 Cedar Gln","78745","Large cornet lot home in South Austin features high ceiling, tile flooring, granite counter tops & fresh paint inside/out. Master bedroom is downstairs. Garage was converted into a room with its own door for a private entry. Enclosed sun room perfect to relax or for family gatherings. Minutes to Down town Austin & restaurants/shopping. Schedule your private showing today!",30.2105808258057,-97.7835083007812,1.98,4,"FALSE","TRUE","TRUE","FALSE","Single Family",1971,415,2020-10-20,"10",2020,105,"0",4,1,0,1,0,0,0,9975,1952,0.8,4,925,14,2,4,2
"4303 Banister Ln","78745","Attention developers, builders, investors! Anyone! WIDE & DEEP property in super HOT South Austin.  Neat, solid, house in original 1950's style/condition.  Original owner! REAL hardwood floors. Possibly move house to another site or remodel? Real Value in lot. Area is full of re-development w/many condo projects & redo's. Zoned SF-3. 6.3 mile drive to DOWNTOWN Austin per app. NO big/historic Oak trees on lot. Deep backyard free of trees. Relatively level. Ready for new ideas & plans after 67 years.",30.2267742156982,-97.7797164916992,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1952,299,2019-08-02,"8",2019,23,"0",1,0,1,0,0,0,0,10454,1050,1.63333333333333,3.33333333333333,792,13,1,2,1
"3103 Ray Wood Dr","78704","Heart of 78704. Smartly updated bungalow with bamboo hardwoods, granite, open kitchen to living/dining. Large utility room. Freshly painted exterior and new front door. Recent roof, HVAC + water heater. Beautiful, mature Raywood Ash shades front yard nicely. Lot size is .017 acre. Backyard storage building with electricity. Area is hot, hot, hot!",30.2370910644531,-97.7703247070312,1.98,1,"FALSE","TRUE","FALSE","FALSE","Single Family",1962,450,2019-09-20,"9",2019,19,"0",3,2,2,1,0,1,0,7405,1060,1.16666666666667,3.66666666666667,861,12,1,3,1
"3104 Fontana Dr","78704","Fantastic opportunity in 78704 at an affordable price! Great move-in ready house, perfect for family/rental/roommates with 3 beds & 3 full baths! Wood floors, recessed lighting, & fresh interior paint throughout. Covered, private back patio with raised garden bed & storage shed. Upgraded electrical panel, recent roof, and all appliances convey. Walking distance to Dawson Elementary. Spacious lot with tons of possibilities = Great buy in this HOT pocket of '04, surrounded by pricey new construction!",30.2327499389648,-97.7620239257812,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",1957,429.9,2019-07-09,"7",2019,25,"0",5,2,1,0,0,1,0,8712,1683,0.766666666666667,3.66666666666667,861,12,3,3,1
"505 Normandy St","78745","Fabulous investment and remodel opportunity in 78745. Darling two bedroom, one bathroom cottage with lots of curb appeal needing a new owner's personal touch and TLC. Bonus enclosed sunroom has gorgeous exposed shiplap walls/ceiling with pass-through to the kitchen. Prime location and large backyard with gorgeous red oak tree. Nearby highlights include 512 Brewing Co, St. David's Hospital, St. Elmo Park and St. Elmo Public Market coming soon in 2020!",30.2243595123291,-97.7697525024414,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1955,295,2020-05-18,"5",2020,25,"0",0,1,2,0,0,0,0,6011,1008,1.43333333333333,3.33333333333333,792,13,1,2,1
"4414 Lareina Dr","78745","West Congress oasis: large oaks, huge deck, privacy fence, and putting green set this home apart.  Outdoor relaxation, enjoyment and entertainment options are endless. THE gem of 78745! Largest square footage available in price range. 2012 construction, walking distance to St. Elmo, dining, shopping. One owner, meticulously maintained. Attached two car garage. STAND ALONE , SINGLE FAMILY HOME. NO SHARED WALLS OR LAND. NO HOA",30.2193298339844,-97.7713851928711,1.98,2,"FALSE","TRUE","FALSE","TRUE","Single Family",2012,395,2020-06-10,"6",2020,42,"0",3,2,2,1,0,0,0,6882,2480,1.33333333333333,3.33333333333333,792,13,4,4,2
"506 S Park Dr","78704","Opportunity to remodel or rebuild (single family or A/B units) in the 78704! Awesome SoCo location off of South 1st Street close to downtown, restaurants, shopping, St Edward's University & more! Lots of remodeled homes & new construction in surrounding area. No large trees in the middle of the lot to impede building.  Newer AC condenser. Mostly being sold for land value, but house is livable.",30.232795715332,-97.7639846801758,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",1957,450,2018-05-30,"5",2018,1,"0",1,1,0,0,0,0,0,7274,1295,0.833333333333333,3.66666666666667,861,12,2,4,1
